created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-04T00:00:01Z,1621659805831123e3,1621659805831122947,"🐕 Bobi tiene 30 años y parece tener una fórmula que todos los dueños de mascotas quisieran saber. El can fue reconocido por el Récord Guinness, esta es su emotiva historia.

Te contamos 📲 https://t.co/xUoxGXIYuE https://t.co/t8nTpVMhJG","🐕 Bobi tiene 30 años y parece tener una fórmula que todos los dueños de mascotas quisieran saber. El can fue reconocido por el Récord Guinness, esta es su emotiva historia.

Te contamos 📲 https://t.co/xUoxGXIYuE https://t.co/t8nTpVMhJG",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,30,FALSE,NA,FALSE,NA,es,FALSE,NA,211,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:39:34Z,1621654660619583500,1621654660619583495,Recuerda que toda la información de #Elecciones2023 podrás encontrarla usando el hashtag #EcuavisaElecciones2023 https://t.co/zyiyepPWJb,Recuerda que toda la información de #Elecciones2023 podrás encontrarla usando el hashtag #EcuavisaElecciones2023 https://t.co/zyiyepPWJb,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,6,FALSE,NA,FALSE,NA,es,FALSE,NA,112,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:20:56Z,1621649970725101600,1621649970725101568,"🥰 De la misma forma en que la actriz colombiana dejó en claro el fin de su relación con Sebastián Caicedo, Carmen Villalobos presenta a millones su nueva pareja: ""Solo tú y yo lo sabemos"".

Los detalles 📲 https://t.co/PrahlHjY6O https://t.co/xZstQkOGmm","🥰 De la misma forma en que la actriz colombiana dejó en claro el fin de su relación con Sebastián Caicedo, Carmen Villalobos presenta a millones su nueva pareja: ""Solo tú y yo lo sabemos"".

Los detalles 📲 https://t.co/PrahlHjY6O https://t.co/xZstQkOGmm",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,20,FALSE,NA,FALSE,NA,es,FALSE,NA,228,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T22:48:46Z,1621641875173085200,1621641875173085184,"🥳#Shakira | Una creativa dedicatoria a la cantante colombiana llegó hasta la puerta de su mansión en Barcelona, un pastel con la imagen de Piqué, su expareja.

Te contamos qué pasó 📲 https://t.co/Lat8UrglFV https://t.co/kFjt6TeBsk","🥳#Shakira | Una creativa dedicatoria a la cantante colombiana llegó hasta la puerta de su mansión en Barcelona, un pastel con la imagen de Piqué, su expareja.

Te contamos qué pasó 📲 https://t.co/Lat8UrglFV https://t.co/kFjt6TeBsk",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,16,FALSE,NA,FALSE,NA,es,FALSE,NA,206,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T21:51:05Z,1621627358422728700,1621627358422728704,"""La gordofobia existe"", con esta frase inició su video colgado en Youtube la actriz mexicana, tras las fuertes críticas.

Más detalles 📲 https://t.co/iDkZKzSspu https://t.co/wHOkN0g7rd","""La gordofobia existe"", con esta frase inició su video colgado en Youtube la actriz mexicana, tras las fuertes críticas.

Más detalles 📲 https://t.co/iDkZKzSspu https://t.co/wHOkN0g7rd",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,17,40,FALSE,NA,FALSE,NA,es,FALSE,NA,160,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T21:27:05Z,1621621320919257e3,1621621320919257091,"🤩 La artista Nicole Rubira es la nueva dupla de Alfredo Pinoargote Quiroz en el programa #EntreFlashes que se transmite todos los domingos a las 12H30 por Ecuavisa 📺

Te contamos los detalles 📲 https://t.co/Cwey0xOORq https://t.co/rzk5iFG2jO","🤩 La artista Nicole Rubira es la nueva dupla de Alfredo Pinoargote Quiroz en el programa #EntreFlashes que se transmite todos los domingos a las 12H30 por Ecuavisa 📺

Te contamos los detalles 📲 https://t.co/Cwey0xOORq https://t.co/rzk5iFG2jO",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,12,24,FALSE,NA,FALSE,NA,es,FALSE,NA,217,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T18:22:31Z,1621574873553272800,1621574873553272832,"Familia de Pujilí, #Cotopaxi, migró a #EEUU por falta de empleo y extrema pobreza.

@PatricioViera1 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/CgUFHCz65J","Familia de Pujilí, #Cotopaxi, migró a #EEUU por falta de empleo y extrema pobreza.

@PatricioViera1 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/CgUFHCz65J",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,7,FALSE,NA,FALSE,NA,es,FALSE,NA,159,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T18:16:32Z,1621573367995273200,1621573367995273216,"Desde el 2 de febrero, el Registro Civil emitió 28 mil cédulas diarias.

@fabiolasantana2 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/Z2J4D4Y7Gq","Desde el 2 de febrero, el Registro Civil emitió 28 mil cédulas diarias.

@fabiolasantana2 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/Z2J4D4Y7Gq",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,3,FALSE,NA,FALSE,NA,es,FALSE,NA,149,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T18:11:30Z,1621572098870198300,1621572098870198274,"Con la distribución en #Pichincha, terminará la entrega de los kits electorales.

@kedith80 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/quo3sbWXxz","Con la distribución en #Pichincha, terminará la entrega de los kits electorales.

@kedith80 con el reporte.

Más información en https://t.co/3TZRGMqfBV https://t.co/quo3sbWXxz",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,3,FALSE,NA,FALSE,NA,es,FALSE,NA,151,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T17:43:38Z,1621565085649961e3,1621565085649960960,"Desde el 7 febrero, Play Station Plus 🎮 te trae cuatro videojuegos gratis para descargar.

¿Cuál son los juegos que podrás descargarte? 👉 https://t.co/9xeNh8WGeN https://t.co/MbNf7qRqVn","Desde el 7 febrero, Play Station Plus 🎮 te trae cuatro videojuegos gratis para descargar.

¿Cuál son los juegos que podrás descargarte? 👉 https://t.co/9xeNh8WGeN https://t.co/MbNf7qRqVn",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,7,FALSE,NA,FALSE,NA,es,FALSE,NA,161,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T17:41:27Z,1621564537529942e3,1621564537529942019,"🐕 Bobi tiene 30 años y parece tener una fórmula que todos los dueños de mascotas quisieran saber. El can fue reconocido por el Récord Guinness, esta es su emotiva historia.

Te contamos 📲 https://t.co/xUoxGXIYuE https://t.co/gHWnrRJnxK","🐕 Bobi tiene 30 años y parece tener una fórmula que todos los dueños de mascotas quisieran saber. El can fue reconocido por el Récord Guinness, esta es su emotiva historia.

Te contamos 📲 https://t.co/xUoxGXIYuE https://t.co/gHWnrRJnxK",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,92,FALSE,NA,FALSE,NA,es,FALSE,NA,211,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T17:12:27Z,1621557237620637700,1621557237620637698,"🥰 De la misma forma en que la actriz colombiana dejó en claro el fin de su relación con Sebastián Caicedo, Carmen Villalobos presenta a millones su nueva pareja: ""Solo tú y yo lo sabemos"".

Los detalles 📲 https://t.co/PrahlHjY6O https://t.co/92Tc21rirh","🥰 De la misma forma en que la actriz colombiana dejó en claro el fin de su relación con Sebastián Caicedo, Carmen Villalobos presenta a millones su nueva pareja: ""Solo tú y yo lo sabemos"".

Los detalles 📲 https://t.co/PrahlHjY6O https://t.co/92Tc21rirh",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,6,FALSE,NA,FALSE,NA,es,FALSE,NA,228,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T16:06:48Z,162154071753216e4,1621540717532160001,"✨ Consulta las predicciones astrológicas de este viernes en el trabajo, la salud y el dinero.

Lee el horóscopo de hoy 📲 https://t.co/ohXr8PkUQq https://t.co/NSOWoKQ9b3","✨ Consulta las predicciones astrológicas de este viernes en el trabajo, la salud y el dinero.

Lee el horóscopo de hoy 📲 https://t.co/ohXr8PkUQq https://t.co/NSOWoKQ9b3",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,FALSE,NA,144,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T15:57:59Z,1621538500079124500,1621538500079124480,"🥳#Shakira | Una creativa dedicatoria a la cantante colombiana llegó hasta la puerta de su mansión en Barcelona, un pastel con la imagen de Piqué, su expareja.

Te contamos qué pasó 📲 https://t.co/Lat8UrglFV https://t.co/AvO66tghUl","🥳#Shakira | Una creativa dedicatoria a la cantante colombiana llegó hasta la puerta de su mansión en Barcelona, un pastel con la imagen de Piqué, su expareja.

Te contamos qué pasó 📲 https://t.co/Lat8UrglFV https://t.co/AvO66tghUl",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,22,FALSE,NA,FALSE,NA,es,FALSE,NA,206,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T12:32:00Z,1621486660520411100,1621486660520411138,"🔴 #ENVIVO | Sectores de #Quito como Amaguaña, Guamaní, Conocoto, La Ecuatoriana y Chillogallo fueron afectados por caída de ceniza del volcán Cotopaxi 🌋.

Sintoniza #TelevistazoEnLaComunidad 📺 en Ecuavisa o míralo en https://t.co/CqFIARjqoh 💻.

#ComunidadUIOEcuavisa https://t.co/TgCwMPyG70","🔴 #ENVIVO | Sectores de #Quito como Amaguaña, Guamaní, Conocoto, La Ecuatoriana y Chillogallo fueron afectados por caída de ceniza del volcán Cotopaxi 🌋.

Sintoniza #TelevistazoEnLaComunidad 📺 en Ecuavisa o míralo en https://t.co/CqFIARjqoh 💻.

#ComunidadUIOEcuavisa https://t.co/TgCwMPyG70",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,20,42,FALSE,NA,FALSE,NA,es,FALSE,NA,266,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T08:30:00Z,1621425758781554700,1621425758781554690,"🥰 La actriz Cinthya Coppiano reveló sus deseos de iniciar esa nueva etapa de su vida en este 2023 🤰

Los detalles 👉 https://t.co/2ynFScXa1S https://t.co/LrWB7XWtVr","🥰 La actriz Cinthya Coppiano reveló sus deseos de iniciar esa nueva etapa de su vida en este 2023 🤰

Los detalles 👉 https://t.co/2ynFScXa1S https://t.co/LrWB7XWtVr",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,28,FALSE,NA,FALSE,NA,es,FALSE,NA,139,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
